rule,Def,num,support1,confidence1,lift1,support2,confidence2,lift2,support3,confidence3,lift3,support4,confidence4,lift4,support5,confidence5,lift5,support6,confidence6,lift6,support7,confidence7,lift7
"A1, D-1, Alc1->I4","atmcond=Clear, druginv=Blank, alcres=Yes->injury=Fatal Injury (K)",4,0.073189722,0.826979472,1.862274638,,,,,,,,,,,,,0.057470251,0.841290323,1.918094596,0.077393655,0.836923077,1.908428972
"N1, A1, P5->I4","numfatal=1, atmcond=Clear, ptype=Pedestrian->injury=Fatal Injury (K)",4,,,,0.050100424,0.943277311,2.087836814,,,,,,,0.051579626,0.921305182,2.027830186,,,,,,
"N1, S1, P1, Alc0->I4","numfatal=1, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",5,0.066182196,0.636439268,1.433197253,0.101205088,0.630737135,1.396064757,0.102305642,0.617051013,1.351031785,0.099094971,0.633699634,1.402170875,0.092198582,0.625820569,1.377456531,0.080828559,0.599738391,1.367369784,0.066865842,0.615183246,1.402797417
"N1, F12, Alc0->I4","numfatal=1, fhevent=Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",4,,,,0.080116046,0.632042254,1.398953489,0.083651952,0.606722689,1.328417943,0.08156719,0.626760563,1.386816973,0.077476897,0.627502176,1.381157816,0.07368885,0.612903226,1.397384867,,,
"A1, P1, D-1, Alc0->N1, I4","atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, alcres=No->numfatal=1, injury=Fatal Injury (K)",6,,,,,,,0.052369366,0.609986505,1.54166721,0.050521251,0.63362069,1.619582723,0.052116914,0.656292287,1.672359261,,,,,,
"N1, D-1, S1, Alc1->P1, I4","numfatal=1, druginv=Blank, gender=Male, alcres=Yes->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",6,0.051215503,0.591408591,2.106004901,,,,,,,,,,,,,,,,0.052283397,0.616093881,2.265510797
"A1, D-1, Ag5->N1, I4","atmcond=Clear, druginv=Blank, age=45+->numfatal=1, injury=Fatal Injury (K)",5,,,,0.086029904,0.51127321,1.293993365,,,,0.087982587,0.505928854,1.293192669,0.088974855,0.518796992,1.321994746,,,,,,
"N1, P1, D-1->I4","numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank->injury=Fatal Injury (K)",4,,,,,,,0.150619859,0.505050505,1.105806928,,,,0.148828713,0.507697947,1.117463836,,,,,,
"A1, Alc1->N1, P1, I4","atmcond=Clear, alcres=Yes->numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,0.079245609,0.518392756,2.075546196,,,,,,,,,,0.051364711,0.55971897,2.103693348,0.060202732,0.523773006,2.055414996,0.081732821,0.528033088,2.174308481
"N1, S1, Ag5, Alc0->I4","numfatal=1, gender=Male, age=45+, alcres=No->injury=Fatal Injury (K)",5,,,,0.067060924,0.732034105,1.620274055,0.069400996,0.706367925,1.546590958,0.070454806,0.719298246,1.591572721,0.062647754,0.713586291,1.570632457,0.055090348,0.719217491,1.63977541,,,
"N1, A1, D-1, S1, P1->I4","numfatal=1, atmcond=Clear, druginv=Blank, gender=Male, ptype=Driver of a Motor Vehicle In-Transport->injury=Fatal Injury (K)",6,0.088242928,0.587896254,1.323883264,,,,,,,,,,,,,,,,0.08813487,0.561904762,1.281306917
"N1, A1, D-1, Alc0->S1, I4","numfatal=1, atmcond=Clear, druginv=Blank, alcres=No->gender=Male, injury=Fatal Injury (K)",6,,,,0.056349029,0.539529915,1.727498069,0.053759703,0.543962485,1.712856699,0.057165769,0.590532544,1.862268273,0.053406404,0.557800224,1.757835723,,,,,,
"N1, S1, P1, Alc0->A1, I4","numfatal=1, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",6,0.052945757,0.509151414,1.507114263,,,,,,,,,,,,,,,,,,
"P1, Ag5, Alc0->S1, I4","ptype=Driver of a Motor Vehicle In-Transport, age=45+, alcres=No->gender=Male, injury=Fatal Injury (K)",5,,,,,,,,,,0.058884179,0.504911591,1.592259133,,,,,,,,,
"A1, Ag5, D0->I4","atmcond=Clear, age=45+, druginv=No(drugs not involved)->injury=Fatal Injury (K)",4,,,,0.056572194,0.5,1.106693011,,,,,,,,,,,,,,,
"Alc1->D-1, I4","alcres=Yes->druginv=Blank, injury=Fatal Injury (K)",3,,,,0.058357509,0.509746589,1.793619524,,,,0.059686104,0.535457348,1.877111323,0.063829787,0.527531083,1.88020079,0.074834729,0.503558719,1.790869488,0.100369896,0.508651766,1.789446079
"A1, D-1, S1, Alc1->N1, I4","atmcond=Clear, druginv=Blank, gender=Male, alcres=Yes->numfatal=1, injury=Fatal Injury (K)",6,0.052426681,0.71886121,1.943245259,,,,,,,,,,,,,,,,0.054204012,0.725023787,1.977567791
"S1, D-1, Alc0->N1, I4","gender=Male, druginv=Blank, alcres=No->numfatal=1, injury=Fatal Injury (K)",5,,,,0.075987503,0.692073171,1.751584229,0.075541652,0.671472709,1.697066163,0.078703173,0.707518023,1.808469933,0.069954868,0.703783784,1.79337675,0.06460996,0.671860678,1.789682882,,,
"N1, S1, Alc0->I4","numfatal=1, gender=Male, alcres=No->injury=Fatal Injury (K)",4,0.085041959,0.691279887,1.556692815,0.132113368,0.689173458,1.525406897,0.131271,0.672403561,1.472226061,0.131630198,0.694259819,1.536170838,0.1194928,0.683466503,1.504337577,0.106743059,0.662110443,1.509574553,0.086996728,0.67345815,1.535681212
"P1, D-1, Alc0->A1, I4","ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",5,,,,,,,0.059321052,0.504930966,1.523264303,0.058196815,0.52371134,1.576914898,0.058027079,0.552712385,1.626673451,,,,,,
"A1, D-1, S1, Ag5->I4","atmcond=Clear, druginv=Blank, gender=Male, age=45+->injury=Fatal Injury (K)",5,0.050609914,0.596938776,1.344246115,,,,,,,,,,,,,,,,0.053421539,0.598406375,1.364541251
"N1, D-1, S1, P1, Alc1->I4","numfatal=1, druginv=Blank, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->injury=Fatal Injury (K)",6,0.051215503,0.778947368,1.754111169,,,,,,,,,,,,,,,,0.052283397,0.792025862,1.806050214
"A1, P5->I4","atmcond=Clear, ptype=Pedestrian->injury=Fatal Injury (K)",3,,,,0.051439411,0.944672131,2.09092409,,,,,,,0.053191489,0.914972274,2.013891196,,,,,,
"P1, Ag5, Alc0->A1, I4","ptype=Driver of a Motor Vehicle In-Transport, age=45+, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",5,,,,0.058803838,0.514146341,1.544162035,,,,,,,,,,0.052974879,0.534697509,1.613335968,,,
"D-1, P1->I4","druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport->injury=Fatal Injury (K)",3,0.158664244,0.537199766,1.20971987,0.164806963,0.510189983,1.129247376,,,,,,,,,,0.160599383,0.508228731,1.158732908,0.154716176,0.520086083,1.18594812
"A1, F12, Alc0->P1, I4","atmcond=Clear, fhevent=Motor Vehicle In-Transport, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,,,,0.060812319,0.564182195,1.928375602,0.066504461,0.570576541,1.902142187,0.061862756,0.556127703,1.900719939,0.060713518,0.574186992,1.940226633,0.060907889,0.575833333,2.025055538,,,
"N1, A1, P1, Ag5->I4","numfatal=1, atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, age=45+->injury=Fatal Injury (K)",5,0.076823255,0.549845201,1.238196119,0.098527114,0.517281781,1.144944263,0.100220137,0.503785673,1.10303758,,,,0.097034172,0.507874016,1.11785137,0.095901278,0.517848644,1.180665768,0.077820458,0.518237802,1.181733499
"F8, P5->N1, I4","fhevent=Pedestrian, ptype=Pedestrian->numfatal=1, injury=Fatal Injury (K)",4,,,,0.061147065,0.946459413,2.395416339,0.058278299,0.936685289,2.367358924,0.061519074,0.933913043,2.387152842,0.064367075,0.94778481,2.415138402,0.055090348,0.912408759,2.430447845,0.051216389,0.925449871,2.52424802
"S1, D-1, P1, Ag5->N1, I4","gender=Male, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, age=45+->numfatal=1, injury=Fatal Injury (K)",6,,,,0.053671056,0.521126761,1.318931948,,,,,,,,,,0.050418687,0.507542147,1.351975971,,,
"A1, S1, P1, Ag3->I4","atmcond=Clear, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, age=20-30->injury=Fatal Injury (K)",5,0.05078294,0.541013825,1.218308748,,,,,,,,,,,,,,,,,,
"N1, Ag5, S2->I4","numfatal=1, age=45+, gender=Fenale->injury=Fatal Injury (K)",4,,,,0.058915421,0.520710059,1.152532366,,,,,,,,,,,,,,,
"N1, Alc0->S1, I4","numfatal=1, alcres=No->gender=Male, injury=Fatal Injury (K)",4,,,,,,,,,,0.131630198,0.501965924,1.582969852,,,,,,,,,
"N1, S1, P1, Alc1->A1, I4","numfatal=1, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->atmcond=Clear, injury=Fatal Injury (K)",6,0.069988753,0.579928315,1.716617515,,,,,,,,,,,,,0.051035699,0.593237705,1.789968554,0.070280267,0.610630408,1.790622085
"D-1, P1, Alc1->A1, I4","druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->atmcond=Clear, injury=Fatal Injury (K)",5,,,,,,,,,,,,,,,,,,,0.052354531,0.610281924,1.789600184
"N1, A1, P1->I4","numfatal=1, atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport->injury=Fatal Injury (K)",4,0.192750238,0.502707581,1.132046938,,,,,,,,,,,,,,,,,,
"D-1, S1, Alc0->I4","druginv=Blank, gender=Male, alcres=No->injury=Fatal Injury (K)",4,0.060212821,0.779395297,1.755119859,,,,,,,,,,,,,,,,0.057902973,0.770104068,1.756062123
"A1, D-1, P1->I4","atmcond=Clear, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport->injury=Fatal Injury (K)",4,0.120252617,0.540225418,1.216533334,,,,,,,,,,,,,0.123226091,0.513404333,1.170532991,0.120429649,0.521243842,1.188588149
"D-1, S1, Alc1->N1, A1, I4","druginv=Blank, gender=Male, alcres=Yes->numfatal=1, atmcond=Clear, injury=Fatal Injury (K)",6,0.052426681,0.521066208,1.850385345,,,,,,,,,,,,,,,,0.054204012,0.550976139,1.923900288
"N1, D-1, P1->I4","numfatal=1, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport->injury=Fatal Injury (K)",4,0.14041007,0.530739045,1.195170977,,,,,,,,,,,,,0.144557074,0.500457736,1.141015477,0.138284251,0.512252964,1.168086322
"A1, Ag5, S2->I4","atmcond=Clear, age=45+, gender=Fenale->injury=Fatal Injury (K)",4,,,,,,,,,,,,,0.050290135,0.519422863,1.143270853,,,,,,
"A1, D-1, Alc0->N1, I4","atmcond=Clear, druginv=Blank, alcres=No->numfatal=1, injury=Fatal Injury (K)",5,0.056060213,0.649298597,1.755201704,0.081566615,0.690926276,1.748681527,0.074614761,0.653144016,1.650742607,0.077557567,0.689409369,1.762182834,0.076187406,0.695780177,1.772982016,0.071485236,0.679798826,1.81082829,0.054844217,0.6425,1.752476717
"D-1, S1, Alc1->N1, I4","druginv=Blank, gender=Male, alcres=Yes->numfatal=1, injury=Fatal Injury (K)",5,0.071459469,0.710232158,1.91991897,,,,,,,,,,,,,,,,0.070849338,0.720173536,1.964338294
"S1, P1, Ag4->I4","gender=Male, ptype=Driver of a Motor Vehicle In-Transport, age=30-45->injury=Fatal Injury (K)",4,0.055108573,0.512057878,1.153102866,,,,,,,,,,,,,,,,,,
"D-1, S1, Ag3->I4","druginv=Blank, gender=Male, age=20-30->injury=Fatal Injury (K)",4,0.063846353,0.50101833,1.128242914,,,,,,,,,,,,,,,,0.058543178,0.500912964,1.14222781
Alc1->I4,alcres=Yes->injury=Fatal Injury (K),2,0.164201055,0.802197802,1.806468809,0.095068065,0.830409357,1.838016462,0.089445024,0.839130435,1.837274171,0.093366938,0.837615622,1.853370536,0.100365356,0.829484902,1.825730014,0.121110621,0.814946619,1.858032435,0.159766681,0.809661139,1.846263795
"S1, Alc1->I4","gender=Male, alcres=Yes->injury=Fatal Injury (K)",3,0.137209101,0.802225594,1.806531394,0.076433832,0.823317308,1.82231902,0.072181671,0.838492598,1.835877628,0.075724596,0.839898348,1.858421465,0.082634859,0.82688172,1.820000305,0.098193037,0.809005084,1.844486068,0.132166738,0.812062937,1.851740595
"N1, Alc0->P1, I4","numfatal=1, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",4,0.088588978,0.50768468,1.807864208,0.140035706,0.516460905,1.765264162,0.139844746,0.513398554,1.711526813,0.133921411,0.510703364,1.74546972,0.127337202,0.507277397,1.714133427,0.115381225,0.501917178,1.765111712,,,
"N1, A1, F12, Alc0->I4","numfatal=1, atmcond=Clear, fhevent=Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",5,,,,0.058915421,0.633853541,1.402962568,0.060132082,0.610588235,1.336881547,0.058311376,0.623011016,1.378520446,0.057059961,0.642857143,1.414954724,0.056324372,0.633928571,1.445321472,,,
"S1, F12, Alc0->I4","gender=Male, fhevent=Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",4,,,,0.061258648,0.614781635,1.360749077,0.070443749,0.600790514,1.315429458,0.066788865,0.606659729,1.342340375,0.061680636,0.617204301,1.358491775,0.05861613,0.589016829,1.342925226,,,
"N1, Alc0->A1, I4","numfatal=1, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",4,0.094990916,0.544372831,1.61137146,0.143271591,0.528395062,1.586955946,,,,0.133921411,0.510703364,1.537747383,0.130560928,0.520119863,1.530751248,0.118730718,0.51648773,1.558391834,0.094963722,0.522504892,1.532201455
"P1, Alc1->A1, I4","ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->atmcond=Clear, injury=Fatal Injury (K)",4,0.087291288,0.562116992,1.663895085,,,,,,,0.051208615,0.604871448,1.82129109,0.055555556,0.603267211,1.775460047,0.066549141,0.588464536,1.775566533,0.09034002,0.599622285,1.758341695
"D-1, S1, P1->I4","druginv=Blank, gender=Male, ptype=Driver of a Motor Vehicle In-Transport->injury=Fatal Injury (K)",4,0.129769011,0.58297707,1.312805756,,,,,,,,,,,,,,,,0.124270878,0.558682443,1.27395909
"Ag3, Alc1->I4","age=20-30, alcres=Yes->injury=Fatal Injury (K)",3,0.064192404,0.777777778,1.751477369,,,,,,,,,,,,,,,,0.054915351,0.780586451,1.779965017
"N1, P1, Alc0->I4","numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",4,0.088588978,0.631319359,1.421667732,0.140035706,0.637055838,1.410050486,0.139844746,0.620884774,1.359425794,0.133921411,0.638448935,1.412679532,0.127337202,0.625329815,1.376376363,0.115381225,0.616290019,1.405106564,0.087281263,0.597953216,1.363507918
"F8, P5->I4","fhevent=Pedestrian, ptype=Pedestrian->injury=Fatal Injury (K)",3,,,,0.061816559,0.956822107,2.117816677,0.060595528,0.973929236,2.13241584,0.063122924,0.95826087,2.120319171,0.065334193,0.962025316,2.117456858,0.056324372,0.932846715,2.12683802,0.052425665,0.947300771,2.160122343
"A1, S1, Ag3->I4","atmcond=Clear, gender=Male, age=20-30->injury=Fatal Injury (K)",4,0.073795311,0.502651738,1.131921185,,,,,,,,,,,,,,,,0.068715322,0.503125,1.147271898
"N1, D-1, P1, Alc0->A1, I4","numfatal=1, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->atmcond=Clear, injury=Fatal Injury (K)",6,,,,0.05489846,0.523961661,1.573640888,,,,,,,,,,,,,,,
"S1, D-1, Ag5->I4","gender=Male, druginv=Blank, age=45+->injury=Fatal Injury (K)",4,,,,0.08781522,0.590840841,1.307758858,0.090140192,0.597083653,1.307313295,0.094970787,0.609558824,1.348755126,0.091876209,0.607675906,1.33751939,0.08550022,0.588592233,1.341957171,,,
"N1, A1, S1, P1, Alc1->I4","numfatal=1, atmcond=Clear, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->injury=Fatal Injury (K)",6,0.069988753,0.760338346,1.712205521,,,,,,,,,,,,,0.051035699,0.760840999,1.734674664,0.070280267,0.773082942,1.762854826
"N1, A1, P1, F12, Alc0->I4","numfatal=1, atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, fhevent=Motor Vehicle In-Transport, alcres=No->injury=Fatal Injury (K)",6,,,,0.053001562,0.609756098,1.349625623,0.056076932,0.593865031,1.300266129,0.051781418,0.596306069,1.319431096,0.051579626,0.620957309,1.366752299,0.051564566,0.614495798,1.401015842,,,
"D-1, P1, Ag5->N1, I4","druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, age=45+->numfatal=1, injury=Fatal Injury (K)",5,0.051648066,0.515989628,1.394837258,0.073197947,0.521048451,1.318733753,,,,,,,,,,0.068488321,0.511520737,1.362574023,0.053706075,0.517477724,1.411467181
Alc0->I4,alcres=No->injury=Fatal Injury (K),2,0.146379445,0.716342083,1.61313036,0.216692703,0.713445996,1.579131394,0.214575368,0.694413198,1.520416112,0.212968267,0.716653816,1.585721461,0.201482914,0.70781427,1.557928002,0.181930366,0.696121417,1.587117659,0.145113103,0.688491394,1.569961397
"N1, S1, P1, D-1->I4","numfatal=1, gender=Male, ptype=Driver of a Motor Vehicle In-Transport, druginv=Blank->injury=Fatal Injury (K)",5,,,,,,,0.113891785,0.528778913,1.157760224,0.116508191,0.530793319,1.174472721,0.11465721,0.535373808,1.178379532,,,,,,
"D-1, S1, Ag5->I4","druginv=Blank, gender=Male, age=45+->injury=Fatal Injury (K)",4,0.066355221,0.593653251,1.336847443,,,,,,,,,,,,,,,,0.069284393,0.589945488,1.345247959
"A1, S1, D-1, P1->I4","atmcond=Clear, gender=Male, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport->injury=Fatal Injury (K)",5,,,,0.089600536,0.517730496,1.145937444,,,,,,,,,,0.09457911,0.53919598,1.229336494,,,
"Alc1->N1, P1, I4","alcres=Yes->numfatal=1, ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",4,0.104593823,0.510989011,2.045903006,0.06237447,0.544834308,2.042160213,0.059668636,0.559782609,2.055950509,0.061748196,0.553956835,2.096916396,0.066408769,0.548845471,2.062825505,0.078096078,0.525504152,2.062208441,0.102575046,0.519826965,2.140517712
"A1, D-1, P1, Alc0->N1, I4","atmcond=Clear, druginv=Blank, ptype=Driver of a Motor Vehicle In-Transport, alcres=No->numfatal=1, injury=Fatal Injury (K)",6,,,,0.05489846,0.648221344,1.640598612,,,,,,,,,,,,,,,
"Ag5, D0->I4","age=45+, druginv=No(drugs not involved)->injury=Fatal Injury (K)",3,0.055800675,0.504694836,1.136522035,,,,,,,,,,,,,,,,,,
"N1, A1, P1, Alc1->I4","numfatal=1, atmcond=Clear, ptype=Driver of a Motor Vehicle In-Transport, alcres=Yes->injury=Fatal Injury (K)",5,0.079245609,0.747145188,1.682495855,,,,,,,,,,0.051364711,0.794019934,1.747670175,0.060202732,0.758888889,1.730223964,0.081732821,0.759418374,1.731695621
"N1, S1, Ag5, Alc0->P1, I4","numfatal=1, gender=Male, age=45+, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",6,,,,0.051216246,0.5590743,1.910916809,0.054107288,0.550707547,1.835904534,0.053041586,0.541520468,1.850795679,,,,,,,,,
"N1, D-1, Alc0->P1, I4","numfatal=1, druginv=Blank, alcres=No->ptype=Driver of a Motor Vehicle In-Transport, injury=Fatal Injury (K)",5,,,,0.074425351,0.527689873,1.803644792,0.073340285,0.533726813,1.779295528,0.071600412,0.520399667,1.778609512,0.068772835,0.540084388,1.824991037,0.064257382,0.518492176,1.823401656,,,
